lat,lon, GPS ALTITUDE (m),gps_speed, GPS ACCURACY (m),gps_heading,GPS SATELLITES IN RANGE,time_ms, DATE (YYYY-MO-DD HH-MI-SS_SSS),accel_x,accel_y,accel_z, GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²),gyro_z,gyro_x,gyro_y, MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T),yaw,pitch,roll,blackout
52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104521,2019-09-08 10:09:31:145,1.7246,-0.3007,9.6377,0.0017,0.0145,9.8066,0.0834,0.2054,-0.0787,-9.5,-27.81,9.81,350.56,-83.04,-145.01,False
52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104621,2019-09-08 10:09:31:245,2.1412,-0.515,9.9467,0.0007,0.0077,9.8066,0.0561,0.2162,-0.0006,-9.44,-28.37,10.0,349.64,-83.04,-145.7,False
52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104722,2019-09-08 10:09:31:346,2.1341,-0.4785,9.4124,0.0096,-0.0046,9.8066,-0.0334,0.2619,-0.0214,-8.81,-28.06,10.31,348.01,-83.0,-146.89,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,104821,2019-09-08 10:09:31:445,2.0765,-0.6317,10.0445,0.0056,-0.0081,9.8066,-0.0328,0.2417,-0.0295,-8.56,-27.62,10.63,351.22,-82.93,-147.3,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,104922,2019-09-08 10:09:31:546,1.4563,-0.3422,9.8547,0.0016,0.0146,9.8065,-0.0133,0.2399,-0.0617,-9.0,-27.81,12.06,354.04,-82.96,-147.69,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105022,2019-09-08 10:09:31:646,1.7742,-0.1894,9.9728,-0.009,0.0055,9.8066,-0.0363,0.2663,-0.0244,-8.37,-28.62,12.13,358.44,-83.03,-147.48,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105121,2019-09-08 10:09:31:745,1.645,-0.5113,9.8769,-0.003,0.0065,9.8066,0.0349,0.3179,-0.063,-8.25,-28.44,12.0,358.55,-83.02,-147.4,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105221,2019-09-08 10:09:31:845,1.7283,-0.5188,9.8612,0.018,-0.0009,9.8066,0.0587,0.2942,-0.0609,-8.06,-28.44,12.38,357.19,-83.02,-148.44,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105321,2019-09-08 10:09:31:945,1.4566,0.0195,10.1974,0.0125,0.0006,9.8066,0.017,0.2746,-0.0419,-8.06,-27.81,13.5,0.53,-83.13,-149.84,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105421,2019-09-08 10:09:32:045,2.5454,-0.3448,9.5993,0.0085,0.0156,9.8066,-0.0081,0.3378,-0.0708,-7.25,-27.75,13.44,0.39,-83.3,-151.4,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105521,2019-09-08 10:09:32:145,1.8246,-0.2586,10.083,0.0068,0.0014,9.8066,-0.0131,0.3137,-0.0552,-6.75,-28.0,14.5,3.2,-83.44,-152.42,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105622,2019-09-08 10:09:32:246,1.9249,-0.7958,9.8541,0.0105,0.0074,9.8066,-0.0022,0.3461,-0.0926,-6.37,-27.75,14.06,4.02,-83.62,-153.63,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105722,2019-09-08 10:09:32:346,1.938,-0.3894,9.5225,0.0085,0.001,9.8066,-0.0213,0.3475,-0.0695,-6.37,-28.25,14.69,4.82,-83.59,-154.34,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,105822,2019-09-08 10:09:32:446,2.345,-0.2674,9.4916,0.0065,0.0138,9.8065,-0.0148,0.3385,-0.0677,-6.06,-28.19,15.75,4.78,-83.62,-155.56,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,105921,2019-09-08 10:09:32:545,2.0568,-0.6368,9.6402,0.0035,0.0097,9.8066,0.0135,0.3591,-0.0894,-5.5,-28.75,16.31,7.42,-83.69,-156.68,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106022,2019-09-08 10:09:32:646,2.0057,-0.6249,10.1077,0.0084,-0.0049,9.8066,0.0003,0.3829,-0.0676,-5.25,-29.25,16.75,7.12,-83.71,-157.81,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106121,2019-09-08 10:09:32:745,2.2248,-0.3504,9.7426,0.0231,0.0001,9.8066,-0.0219,0.3977,-0.0966,-5.31,-28.5,17.5,5.36,-83.7,-160.03,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106221,2019-09-08 10:09:32:845,2.2146,0.0774,9.8356,0.0004,0.0099,9.8066,0.0175,0.3718,-0.0429,-4.87,-28.0,19.44,3.81,-83.93,-162.04,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106322,2019-09-08 10:09:32:946,2.4462,-0.6594,9.8604,0.0159,-0.0005,9.8066,-0.0581,0.3796,-0.0804,-5.75,-28.81,20.31,359.87,-83.93,-163.41,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106422,2019-09-08 10:09:33:046,1.6395,-0.6674,9.9443,0.0004,0.0065,9.8066,-0.042,0.3723,-0.0546,-5.62,-28.0,22.0,0.31,-83.84,-164.48,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106521,2019-09-08 10:09:33:145,2.035,-0.0673,9.7936,0.0056,0.0114,9.8066,-0.0178,0.3632,-0.0469,-5.31,-27.19,22.88,2.14,-83.8,-165.87,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106622,2019-09-08 10:09:33:246,2.1113,-0.6311,9.21,0.0039,0.0017,9.8066,-0.0177,0.3724,-0.057,-5.31,-26.25,23.69,1.46,-83.74,-166.95,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106722,2019-09-08 10:09:33:346,1.3394,-0.7085,9.7205,0.0083,0.0092,9.8066,0.0099,0.3392,-0.0488,-5.87,-25.31,23.63,358.34,-83.77,-167.43,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,106822,2019-09-08 10:09:33:446,1.8277,0.5154,10.119,0.0101,0.0005,9.8066,0.0679,0.3226,-0.0562,-5.44,-25.06,24.13,358.76,-83.81,-169.33,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,106921,2019-09-08 10:09:33:545,1.3341,-0.0182,9.7574,0.0051,-0.0034,9.8066,-0.0118,0.2513,-0.0201,-6.19,-24.87,24.81,356.59,-83.87,-169.54,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107021,2019-09-08 10:09:33:645,1.0344,-0.0552,9.8674,0.0,0.0093,9.8066,0.0124,0.2676,-0.0618,-6.5,-24.5,23.5,355.42,-83.91,-170.05,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107121,2019-09-08 10:09:33:745,1.2273,-1.2214,9.44,0.0074,-0.0055,9.8066,-0.0516,0.2525,-0.0141,-5.37,-23.87,23.75,357.04,-83.86,-170.86,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107221,2019-09-08 10:09:33:845,0.5248,-0.137,9.6418,0.002,0.0124,9.8066,-0.0568,0.1741,-0.0045,-5.87,-24.12,24.0,354.06,-83.84,-171.25,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107321,2019-09-08 10:09:33:945,0.2219,-0.5729,10.1153,-0.0041,0.0223,9.8065,-0.0077,0.2115,-0.0419,-5.87,-25.0,23.44,352.73,-83.88,-171.79,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107421,2019-09-08 10:09:34:045,1.1419,-0.8714,9.938,0.0001,0.0001,9.8066,-0.0811,0.1444,0.004,-5.12,-25.56,23.13,355.92,-83.85,-171.31,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107522,2019-09-08 10:09:34:146,0.5976,-0.4886,9.4412,-0.0147,0.0068,9.8066,0.0611,0.0483,0.0424,-5.5,-26.62,23.13,357.09,-83.88,-170.27,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107622,2019-09-08 10:09:34:246,0.2039,-1.038,9.9918,-0.0001,-0.0167,9.8066,0.0498,0.1117,-0.0657,-5.44,-27.56,23.19,358.02,-83.93,-169.45,False
52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107721,2019-09-08 10:09:34:345,-0.5178,-1.1079,9.9598,0.0057,-0.0181,9.8065,-0.0196,0.0651,-0.0227,-4.62,-27.62,23.75,359.19,-83.83,-168.94,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,107822,2019-09-08 10:09:34:446,-0.6062,-0.888,9.6187,-0.0129,0.0098,9.8066,0.0007,-0.015,0.066,-5.37,-29.0,24.38,1.07,-83.9,-167.3,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,107922,2019-09-08 10:09:34:546,-0.3379,0.2001,10.2237,-0.0046,-0.0035,9.8066,0.0945,-0.0665,0.0635,-5.06,-29.0,24.88,2.23,-83.82,-166.75,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108021,2019-09-08 10:09:34:645,-1.0718,-1.36,9.7879,-0.0019,-0.0292,9.8065,0.0371,-0.0604,0.0041,-5.25,-28.69,26.06,3.1,-83.8,-166.4,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108121,2019-09-08 10:09:34:745,-1.0357,-0.8108,9.794,-0.0074,-0.0142,9.8066,0.0773,-0.128,0.0457,-5.69,-28.19,26.56,2.03,-83.61,-165.68,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108221,2019-09-08 10:09:34:845,-1.6474,-1.0188,9.5416,-0.0099,-0.0054,9.8066,0.025,-0.1052,0.0257,-5.31,-27.44,27.25,4.81,-83.54,-165.26,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108321,2019-09-08 10:09:34:945,-1.3241,0.1137,9.8041,-0.0111,0.0143,9.8066,0.0292,-0.1719,0.0722,-5.87,-27.75,27.0,4.04,-83.5,-163.92,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108421,2019-09-08 10:09:35:045,-1.7864,-1.4149,9.955,-0.0007,-0.015,9.8066,-0.0072,-0.1891,0.0526,-4.87,-27.06,26.63,6.0,-83.29,-164.23,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108522,2019-09-08 10:09:35:146,-1.4505,-1.1566,10.0181,-0.0147,-0.0073,9.8066,-0.031,-0.2384,0.0547,-5.31,-27.31,26.25,6.77,-83.17,-163.21,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108622,2019-09-08 10:09:35:246,-2.7048,-1.1761,10.2849,-0.0089,0.0002,9.8066,-0.0482,-0.2592,0.0484,-5.19,-26.94,25.56,8.21,-83.03,-161.98,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108722,2019-09-08 10:09:35:346,-2.8237,-0.6064,9.593,0.0039,0.0048,9.8066,-0.0167,-0.2457,0.0072,-5.31,-26.37,25.38,7.76,-83.03,-161.95,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,108821,2019-09-08 10:09:35:445,-1.9146,-0.4113,9.9302,0.013,0.0104,9.8066,-0.0496,-0.2068,-0.0487,-4.81,-27.0,24.06,5.77,-83.17,-163.26,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,108922,2019-09-08 10:09:35:546,-2.4058,0.2145,10.1812,0.0167,0.0021,9.8066,0.0121,-0.2695,-0.0182,-3.81,-27.06,23.81,6.63,-83.3,-164.81,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109021,2019-09-08 10:09:35:645,-2.751,0.0234,10.4628,0.023,-0.0118,9.8066,0.032,-0.3052,-0.0335,-4.5,-26.56,22.69,3.93,-83.18,-166.77,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109122,2019-09-08 10:09:35:746,-3.0979,-0.4579,9.805,0.0247,-0.0226,9.8065,0.0815,-0.2983,-0.0711,-3.75,-26.5,22.13,0.76,-83.0,-169.05,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109221,2019-09-08 10:09:35:845,-2.7196,-1.0013,9.0397,0.0189,-0.0075,9.8066,0.0632,-0.3268,-0.0264,-3.06,-26.81,22.44,0.7,-82.94,-171.64,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109321,2019-09-08 10:09:35:945,-2.3708,-0.7655,9.1374,0.0001,-0.0025,9.8066,-0.1619,-0.3169,0.0723,-3.44,-26.62,21.69,359.02,-82.98,-173.07,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109422,2019-09-08 10:09:36:046,-2.4679,-0.4126,9.7507,-0.0151,0.0537,9.8064,-0.1876,-0.2948,0.0589,-3.37,-26.5,20.31,358.79,-83.16,-172.48,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109521,2019-09-08 10:09:36:145,-1.901,-0.1497,9.2984,-0.002,0.0334,9.8065,0.1046,-0.3993,0.0777,-3.19,-26.69,19.13,359.57,-83.57,-171.38,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109621,2019-09-08 10:09:36:245,-3.0282,-1.2781,9.7067,-0.0105,-0.0254,9.8065,0.1166,-0.4046,0.0809,-2.62,-26.5,19.0,0.31,-83.31,-170.77,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109722,2019-09-08 10:09:36:346,-3.2686,-1.9937,9.792,-0.0107,-0.036,9.8065,-0.1137,-0.3041,0.0053,-3.62,-27.56,17.94,356.97,-83.02,-169.92,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,109822,2019-09-08 10:09:36:446,-1.8567,-1.3973,9.552,0.0091,0.0443,9.8065,-0.1761,-0.3475,0.0302,-3.62,-26.81,17.88,358.0,-82.88,-169.09,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,109922,2019-09-08 10:09:36:546,-3.4737,-0.17,9.4597,-0.0264,0.0323,9.8065,0.1362,-0.3114,0.0656,-3.62,-27.5,17.19,358.07,-83.21,-168.32,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110021,2019-09-08 10:09:36:645,-2.0408,-0.9775,9.7301,-0.0169,0.0139,9.8065,0.0701,-0.3242,0.0349,-3.69,-27.06,16.88,359.17,-83.17,-167.43,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110121,2019-09-08 10:09:36:745,-2.9284,-0.8858,9.2907,-0.0061,-0.0069,9.8066,-0.1111,-0.356,0.0516,-3.69,-27.75,16.19,359.07,-83.1,-166.7,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110222,2019-09-08 10:09:36:846,-1.9982,0.3018,10.2759,-0.0103,-0.0461,9.8065,-0.162,-0.2424,-0.0265,-4.5,-27.37,14.31,358.92,-82.84,-164.88,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110322,2019-09-08 10:09:36:946,-2.618,-1.1995,10.2681,-0.0001,-0.0178,9.8066,0.0721,-0.3272,0.0565,-4.31,-27.94,14.63,359.81,-82.75,-165.21,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110421,2019-09-08 10:09:37:045,-3.3343,-2.0643,10.0169,-0.0006,-0.0408,9.8065,0.0171,-0.2455,0.0621,-5.5,-27.62,14.19,354.35,-82.32,-164.53,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110521,2019-09-08 10:09:37:145,-3.2583,-3.2974,10.5682,-0.0159,-0.0188,9.8066,0.0118,-0.2641,0.0184,-5.75,-27.69,13.94,351.45,-81.94,-163.08,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110621,2019-09-08 10:09:37:245,-2.1852,-0.285,10.5266,-0.002,-0.0046,9.8066,-0.0184,-0.2402,0.0173,-5.75,-28.06,13.19,348.86,-81.83,-163.18,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110721,2019-09-08 10:09:37:345,-2.0362,-1.9197,10.1408,0.0094,-0.0383,9.8065,0.0024,-0.246,0.0488,-6.19,-27.75,13.0,349.08,-81.74,-162.98,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110821,2019-09-08 10:09:37:445,-0.976,-1.9704,10.1271,0.0119,-0.0415,9.8065,0.0271,-0.1961,0.0295,-6.19,-27.94,12.38,345.48,-81.19,-163.19,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,110922,2019-09-08 10:09:37:546,-2.2578,-2.3128,10.3353,0.0185,-0.0258,9.8066,-0.1595,-0.132,-0.0228,-6.94,-27.81,12.69,343.01,-81.11,-163.58,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111021,2019-09-08 10:09:37:645,-2.1556,-0.5632,10.59,0.0104,-0.0164,9.8065,-0.0665,-0.1588,0.0365,-6.87,-27.69,11.5,338.28,-80.94,-164.46,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111121,2019-09-08 10:09:37:745,-0.6675,-0.9268,9.1808,0.0015,-0.0046,9.8066,0.0036,-0.2141,0.0736,-7.56,-28.5,11.75,333.7,-80.88,-164.47,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111221,2019-09-08 10:09:37:845,-0.1913,-0.4966,9.4982,0.0029,-0.0153,9.8066,-0.0439,-0.0772,-0.0593,-8.06,-28.87,10.56,329.56,-80.68,-163.98,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111321,2019-09-08 10:09:37:945,-0.439,-0.6453,9.9422,-0.0043,0.0098,9.8066,-0.0457,-0.1404,-0.0004,-7.75,-28.62,11.38,329.5,-80.7,-164.03,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111421,2019-09-08 10:09:38:045,-0.1643,-0.3885,9.7103,-0.0022,-0.0056,9.8066,-0.0618,-0.0498,-0.05,-8.44,-28.44,10.31,325.71,-80.81,-163.89,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111521,2019-09-08 10:09:38:145,0.3237,-0.771,9.6521,0.003,0.0067,9.8066,0.0239,-0.0912,0.0254,-9.37,-28.94,9.81,320.78,-80.81,-164.24,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111621,2019-09-08 10:09:38:245,-0.0236,0.0031,9.8568,-0.0034,0.0045,9.8066,0.0278,-0.0264,-0.0109,-8.69,-28.62,10.13,319.81,-80.79,-164.91,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111721,2019-09-08 10:09:38:345,-0.0853,-0.5324,9.9637,0.019,0.0017,9.8066,-0.0201,0.0017,-0.0053,-9.31,-29.12,11.19,322.61,-80.67,-166.1,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111821,2019-09-08 10:09:38:445,0.3962,-0.0553,10.1316,0.009,-0.002,9.8066,-0.0107,0.0054,-0.0226,-9.44,-28.81,10.81,321.62,-80.62,-166.74,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,111922,2019-09-08 10:09:38:546,0.2423,1.4381,8.8852,-0.0241,0.0349,9.8065,0.1045,0.0032,-0.0419,-9.62,-29.25,11.31,317.6,-80.55,-167.18,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112021,2019-09-08 10:09:38:645,0.2449,1.3534,8.8756,-0.0237,0.0043,9.8066,0.0313,0.0408,-0.0387,-9.44,-28.5,11.0,321.96,-80.75,-167.07,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112122,2019-09-08 10:09:38:746,-0.8453,0.1217,9.9066,-0.0268,0.0008,9.8066,-0.0317,0.0299,-0.0282,-9.81,-28.44,10.44,315.55,-80.96,-166.43,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112222,2019-09-08 10:09:38:846,-0.1774,1.0831,10.1088,-0.0254,0.0106,9.8066,0.0754,0.1107,-0.0603,-9.19,-28.62,10.38,320.28,-81.28,-165.29,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112321,2019-09-08 10:09:38:945,-1.027,0.6054,10.0928,-0.0307,0.0106,9.8065,0.1367,0.0453,-0.0355,-9.81,-28.37,11.06,323.64,-81.26,-163.96,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112421,2019-09-08 10:09:39:045,0.878,1.3951,9.9855,-0.0254,0.0131,9.8065,0.1477,0.1645,-0.0359,-8.75,-28.0,11.81,330.67,-81.07,-163.97,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112522,2019-09-08 10:09:39:146,1.5223,1.8006,9.3245,-0.0104,-0.0021,9.8066,0.0872,0.1111,0.0406,-8.69,-28.37,11.81,330.31,-80.93,-164.1,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112622,2019-09-08 10:09:39:246,1.9795,2.2967,9.5241,-0.023,0.0107,9.8065,0.0941,0.2879,-0.0903,-8.19,-28.31,11.94,335.79,-80.98,-163.06,False
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112721,2019-09-08 10:09:39:345,2.07,2.6305,10.0367,-0.0109,0.0142,9.8066,0.0252,0.2081,0.0434,-7.75,-28.0,11.88,335.64,-81.02,-163.21,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,112821,2019-09-08 10:09:39:445,1.1846,2.7509,9.9473,-0.0161,0.0051,9.8066,0.0697,0.3408,-0.0651,-7.62,-27.75,12.31,336.84,-81.18,-162.49,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,112922,2019-09-08 10:09:39:546,1.6109,2.4527,10.133,-0.0156,-0.0023,9.8066,0.0821,0.3217,-0.0133,-7.06,-28.62,12.75,345.33,-81.19,-161.83,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113022,2019-09-08 10:09:39:646,2.6832,2.0716,9.4,-0.0066,-0.0068,9.8066,0.0397,0.3397,-0.0347,-7.75,-27.87,13.38,341.77,-81.17,-161.36,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113122,2019-09-08 10:09:39:746,2.4767,2.4425,9.3802,-0.0167,0.0241,9.8065,0.0311,0.3339,-0.0438,-7.0,-28.81,13.19,346.54,-81.19,-160.98,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113222,2019-09-08 10:09:39:846,2.3763,2.3968,9.7947,-0.0143,0.0303,9.8065,0.0242,0.3762,-0.0501,-6.75,-27.87,13.75,350.79,-81.56,-160.14,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113322,2019-09-08 10:09:39:946,3.4511,2.6892,9.4565,-0.009,0.0328,9.8065,0.023,0.3449,-0.0157,-6.12,-28.31,13.94,355.36,-81.76,-160.17,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113422,2019-09-08 10:09:40:046,1.7491,3.0241,10.4684,-0.0192,0.0019,9.8066,0.0929,0.3802,-0.0454,-6.19,-27.62,14.81,359.26,-81.92,-158.75,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113522,2019-09-08 10:09:40:146,2.4076,1.0722,8.8334,0.0163,-0.029,9.8065,-0.0662,0.3092,0.0029,-5.62,-28.31,15.44,358.64,-81.65,-159.2,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113621,2019-09-08 10:09:40:245,3.4578,2.3617,9.1398,-0.0037,0.0093,9.8066,0.0086,0.483,-0.1187,-5.87,-27.87,16.56,2.18,-81.67,-158.89,False
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113721,2019-09-08 10:09:40:345,3.0397,1.5409,9.582,-0.0098,-0.0078,9.8066,-0.077,0.4919,-0.0782,-5.69,-28.0,17.44,1.62,-81.68,-159.32,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,113822,2019-09-08 10:09:40:446,3.2886,2.5547,10.5065,-0.0094,-0.0096,9.8066,-0.0623,0.4691,-0.0106,-5.12,-27.37,17.25,7.36,-81.73,-157.93,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,113921,2019-09-08 10:09:40:545,2.7255,1.8958,9.8201,-0.0101,0.0035,9.8066,0.0818,0.4276,-0.0364,-5.56,-28.0,19.25,6.5,-81.75,-157.35,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114022,2019-09-08 10:09:40:646,2.8025,1.8959,9.3583,-0.0114,0.0144,9.8066,0.1324,0.4647,-0.0971,-5.44,-27.44,19.56,11.48,-81.68,-156.77,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114121,2019-09-08 10:09:40:745,3.4376,1.4723,9.8455,0.0041,-0.004,9.8066,-0.0209,0.3767,-0.0089,-5.12,-27.75,20.56,10.82,-81.63,-157.93,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114221,2019-09-08 10:09:40:845,3.157,1.3375,10.4126,-0.0032,-0.008,9.8066,-0.0404,0.4557,-0.0962,-5.37,-26.69,21.5,11.99,-81.63,-157.4,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114322,2019-09-08 10:09:40:946,3.1308,1.5364,9.5781,0.0039,0.0096,9.8066,0.097,0.429,-0.1211,-5.31,-26.81,21.69,11.05,-81.68,-158.16,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114422,2019-09-08 10:09:41:046,4.0912,1.289,9.1376,-0.0009,-0.0044,9.8066,0.0339,0.404,-0.0386,-4.81,-26.94,22.25,10.64,-81.59,-158.52,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114521,2019-09-08 10:09:41:145,2.7443,0.4663,8.7703,-0.0013,0.0401,9.8065,-0.1371,0.4655,-0.0914,-5.75,-26.69,23.19,9.9,-81.43,-157.26,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114622,2019-09-08 10:09:41:246,3.5784,1.1873,9.6833,-0.0095,0.0368,9.8065,-0.0372,0.3674,-0.0215,-5.75,-27.37,23.38,10.38,-81.9,-156.75,False
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114722,2019-09-08 10:09:41:346,5.6979,-0.3034,9.6943,0.0125,-0.0032,9.8066,-0.1317,0.2846,-0.0711,-5.12,-27.06,24.06,13.03,-82.24,-157.24,False
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,114822,2019-09-08 10:09:41:446,4.2781,1.6945,9.8216,-0.0052,0.004,9.8066,-0.0851,0.4387,-0.1876,-5.81,-26.56,24.69,12.71,-82.38,-155.66,False
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,114922,2019-09-08 10:09:41:546,2.9001,0.687,10.0534,-0.0096,-0.0075,9.8065,0.0984,0.3562,-0.0897,-5.25,-26.0,25.13,14.81,-82.26,-156.02,False
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115021,2019-09-08 10:09:41:645,2.4631,-0.7702,10.0332,-0.0145,-0.0258,9.8065,0.0338,0.3416,-0.0664,-5.75,-27.12,25.94,14.07,-81.93,-155.05,False
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115122,2019-09-08 10:09:41:746,2.9327,-0.7186,9.5288,-0.0015,0.0148,9.8066,-0.0118,0.2932,0.0136,-5.94,-26.81,26.13,14.28,-81.87,-154.89,False
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115221,2019-09-08 10:09:41:845,2.607,0.9349,10.1061,-0.0124,0.0228,9.8066,-0.0565,0.3421,-0.0329,-5.62,-27.12,26.75,16.37,-82.07,-153.42,False
